Test 1- 13/10/21,,Test 2 - 13/10/21,,Test 3 - 13/10/21,,Test 4 - 13/10/21,,Test 1 - 09/11/21,,Test 2 - 09/11/21,
Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm]
,,121.100,0.346,141.100,0.364,63.000,0.349,103.300,0.429,72.500,0.367
,,121.000,0.347,141.800,0.366,62.900,0.348,103.200,0.430,73.200,0.367
,,121.400,0.347,142.000,0.365,63.000,0.348,103.300,0.430,73.200,0.367
,,121.400,0.347,142.200,0.366,62.800,0.349,103.200,0.430,73.600,0.367
,,121.700,0.348,142.900,0.366,62.900,0.349,103.300,0.430,73.300,0.368
,,122.100,0.347,143.300,0.366,62.900,0.349,103.400,0.430,73.200,0.369
,,122.000,0.347,143.400,0.367,62.900,0.349,103.300,0.429,73.700,0.368
,,122.400,0.348,144.100,0.366,62.800,0.349,103.200,0.430,73.700,0.369
,,122.700,0.347,144.200,0.367,62.900,0.348,103.300,0.429,74.200,0.368
,,122.600,0.348,144.000,0.367,62.900,0.349,103.300,0.430,74.500,0.369
,,122.900,0.347,144.200,0.367,63.000,0.349,103.600,0.429,74.700,0.369
,,123.200,0.347,144.700,0.367,62.900,0.349,103.800,0.429,75.000,0.368
,,123.200,0.347,145.100,0.368,62.900,0.348,103.800,0.430,75.200,0.369
,,123.100,0.347,145.600,0.368,63.100,0.349,103.700,0.429,74.900,0.369
,,123.000,0.347,146.300,0.368,63.000,0.349,103.800,0.430,75.000,0.369
,,123.200,0.348,146.500,0.368,63.000,0.349,103.800,0.429,74.900,0.368
,,123.200,0.348,146.700,0.368,62.900,0.349,103.900,0.430,75.500,0.369
,,123.200,0.348,146.900,0.368,63.000,0.348,103.700,0.431,75.600,0.369
,,123.300,0.347,147.500,0.369,63.200,0.349,104.300,0.435,75.000,0.369
,,123.800,0.347,147.600,0.370,63.000,0.349,104.400,0.439,74.900,0.369
,,123.800,0.348,148.000,0.369,63.000,0.350,104.600,0.442,74.900,0.369
,,124.000,0.347,148.000,0.369,63.100,0.348,104.600,0.445,75.000,0.369
,,124.100,0.348,148.100,0.370,63.000,0.349,104.900,0.447,75.500,0.369
,,124.400,0.347,148.000,0.370,63.200,0.349,104.900,0.448,75.500,0.369
,,124.400,0.347,148.100,0.370,63.400,0.349,105.700,0.450,75.500,0.370
,,124.400,0.347,148.700,0.370,63.200,0.348,105.600,0.449,75.800,0.369
,,124.600,0.348,148.500,0.370,63.200,0.349,105.500,0.450,76.000,0.369
,,125.000,0.347,148.900,0.371,63.500,0.349,105.500,0.451,76.500,0.369
,,125.000,0.347,149.200,0.370,63.400,0.349,105.900,0.451,77.200,0.369
,,124.900,0.348,149.700,0.371,63.600,0.349,106.200,0.451,78.200,0.369
,,125.100,0.347,149.700,0.370,63.600,0.349,106.200,0.452,77.600,0.369
,,125.500,0.348,150.200,0.371,63.400,0.349,106.700,0.453,77.700,0.369
,,125.600,0.348,150.200,0.371,63.500,0.349,106.800,0.452,77.700,0.369
,,125.500,0.349,150.400,0.371,63.400,0.349,107.300,0.452,77.700,0.369
,,125.500,0.348,150.400,0.371,63.500,0.350,107.300,0.453,77.800,0.369
,,125.700,0.348,150.500,0.371,63.500,0.349,107.200,0.453,77.900,0.369
,,126.100,0.348,150.900,0.371,63.800,0.349,107.400,0.453,78.200,0.370
,,126.100,0.348,151.400,0.371,64.000,0.349,107.900,0.454,77.600,0.369
,,126.100,0.348,151.500,0.372,63.900,0.349,107.900,0.454,77.300,0.369
,,126.100,0.349,151.500,0.371,64.300,0.349,108.100,0.454,77.000,0.370
,,126.200,0.348,151.500,0.371,64.600,0.349,108.700,0.454,76.900,0.369
,,126.100,0.348,151.400,0.372,64.800,0.350,109.000,0.454,77.200,0.370
,,126.100,0.349,151.900,0.371,64.700,0.349,109.100,0.454,77.100,0.369
,,126.400,0.348,152.000,0.372,65.200,0.349,109.100,0.455,77.300,0.369
,,126.500,0.349,151.900,0.372,65.200,0.349,109.500,0.455,77.600,0.369
,,126.400,0.349,152.600,0.372,65.200,0.349,109.400,0.454,77.800,0.370
,,126.500,0.349,152.600,0.372,65.400,0.350,109.800,0.456,77.800,0.370
,,126.700,0.348,152.600,0.373,65.200,0.349,110.100,0.455,78.100,0.370
,,126.700,0.348,152.500,0.373,64.800,0.350,110.100,0.455,79.000,0.369
,,126.700,0.349,152.800,0.373,65.300,0.355,110.300,0.456,79.400,0.370
,,126.600,0.349,153.000,0.373,66.700,0.357,110.600,0.455,79.500,0.370
,,126.600,0.348,153.200,0.373,67.000,0.360,110.900,0.456,79.800,0.371
,,126.600,0.348,153.200,0.373,68.000,0.362,111.100,0.455,80.000,0.371
,,127.200,0.348,153.500,0.373,69.800,0.363,111.300,0.455,80.700,0.370
,,127.400,0.348,153.500,0.373,70.800,0.365,111.400,0.456,81.300,0.370
,,127.600,0.351,153.700,0.373,72.200,0.365,111.800,0.457,81.200,0.369
,,128.100,0.354,153.800,0.373,73.400,0.366,111.800,0.456,80.800,0.369
,,129.000,0.356,154.000,0.374,73.800,0.367,111.900,0.456,80.800,0.370
,,129.800,0.358,154.200,0.373,74.000,0.367,112.500,0.457,80.100,0.369
,,130.400,0.360,154.400,0.374,74.700,0.367,112.300,0.457,80.100,0.370
,,130.700,0.361,154.400,0.373,75.200,0.368,112.500,0.456,79.200,0.371
,,131.100,0.362,154.700,0.373,75.700,0.367,112.400,0.457,79.400,0.371
,,132.000,0.362,154.900,0.373,76.800,0.369,112.500,0.456,79.600,0.371
,,132.200,0.363,154.900,0.373,77.400,0.369,112.800,0.456,79.400,0.370
,,133.100,0.364,155.200,0.374,77.600,0.369,112.800,0.457,79.500,0.370
,,132.900,0.364,154.900,0.374,78.600,0.369,113.200,0.458,79.300,0.370
,,133.300,0.365,155.200,0.373,79.700,0.369,113.200,0.457,79.900,0.370
,,133.800,0.365,155.500,0.374,80.200,0.369,113.500,0.456,80.100,0.370
,,134.100,0.365,155.300,0.374,80.400,0.370,113.700,0.457,80.100,0.371
,,134.100,0.366,155.400,0.374,80.400,0.370,113.500,0.457,80.100,0.370
,,134.200,0.366,155.500,0.374,81.300,0.370,113.500,0.458,79.900,0.370
,,134.500,0.366,155.400,0.374,81.300,0.371,113.400,0.457,79.900,0.371
,,135.100,0.367,155.700,0.374,82.000,0.371,113.500,0.457,80.200,0.370
,,135.500,0.367,156.000,0.374,82.400,0.371,113.600,0.458,80.200,0.370
,,135.900,0.367,155.900,0.374,83.000,0.371,114.200,0.458,80.700,0.371
,,135.900,0.367,156.100,0.375,83.200,0.371,114.200,0.457,80.500,0.369
,,136.400,0.368,156.100,0.374,83.500,0.371,114.100,0.458,80.700,0.370
,,137.000,0.368,156.300,0.375,84.100,0.371,114.300,0.458,81.000,0.371
,,137.200,0.368,156.400,0.374,84.100,0.371,114.600,0.458,81.100,0.371
,,137.500,0.367,156.600,0.375,84.500,0.371,114.700,0.458,81.000,0.370
,,138.000,0.369,156.700,0.375,84.700,0.371,114.700,0.458,80.700,0.371
,,138.100,0.369,156.600,0.375,84.500,0.372,115.300,0.458,80.800,0.370
,,138.700,0.369,156.600,0.376,85.000,0.372,115.200,0.458,81.300,0.370
,,138.800,0.369,157.000,0.375,85.300,0.371,115.200,0.458,81.900,0.370
,,139.000,0.369,157.300,0.375,85.400,0.372,115.300,0.458,82.100,0.370
,,139.100,0.369,157.200,0.375,85.700,0.372,115.300,0.457,82.100,0.371
,,139.400,0.369,157.300,0.376,86.300,0.372,115.300,0.458,81.900,0.370
,,140.000,0.370,157.300,0.376,86.300,0.371,115.800,0.458,81.900,0.370
,,140.500,0.371,157.800,0.375,86.900,0.371,115.700,0.458,81.200,0.371
,,140.600,0.371,157.700,0.376,86.900,0.372,115.700,0.458,81.000,0.370
,,140.900,0.370,157.700,0.376,87.500,0.372,115.800,0.458,81.000,0.370
,,140.800,0.371,157.700,0.376,87.600,0.372,115.700,0.458,80.900,0.370
,,141.000,0.371,157.800,0.377,87.900,0.372,116.200,0.458,80.800,0.371
,,141.000,0.371,157.800,0.377,88.000,0.373,116.400,0.458,81.200,0.370
,,141.300,0.371,157.900,0.376,88.500,0.373,116.400,0.458,81.700,0.370
,,141.400,0.371,158.400,0.377,89.100,0.373,116.400,0.458,81.500,0.371
,,141.700,0.371,158.300,0.377,89.300,0.373,116.300,0.459,80.900,0.371
,,142.100,0.371,158.400,0.377,89.600,0.373,116.400,0.459,80.700,0.370
,,142.400,0.371,158.300,0.377,89.800,0.372,116.400,0.459,80.600,0.371
,,142.700,0.371,158.200,0.377,90.100,0.372,116.500,0.459,80.700,0.371
,,142.900,0.371,158.300,0.377,90.300,0.373,116.400,0.459,80.600,0.371
,,143.500,0.371,158.700,0.377,90.400,0.372,116.300,0.458,80.500,0.371
,,143.900,0.371,158.800,0.377,91.000,0.372,116.700,0.459,80.800,0.371
,,144.300,0.372,158.600,0.377,90.800,0.373,116.800,0.458,80.700,0.371
,,144.500,0.372,158.800,0.377,91.100,0.372,116.900,0.459,81.100,0.372
,,144.500,0.373,158.800,0.376,90.800,0.373,116.900,0.458,81.300,0.371
,,144.900,0.373,158.800,0.377,91.500,0.373,117.000,0.458,81.700,0.371
,,145.000,0.372,158.700,0.377,91.400,0.373,117.000,0.458,81.800,0.371
,,145.000,0.373,159.000,0.377,91.500,0.373,117.000,0.459,82.000,0.371
,,144.700,0.372,159.300,0.377,91.600,0.373,117.000,0.460,82.300,0.371
,,144.900,0.373,159.400,0.376,92.000,0.373,117.000,0.459,82.200,0.371
,,145.100,0.373,159.300,0.377,92.600,0.372,117.000,0.459,82.600,0.371
,,145.400,0.373,159.400,0.377,92.600,0.374,116.900,0.458,83.400,0.371
,,145.400,0.373,159.500,0.376,93.200,0.373,117.100,0.459,83.600,0.371
,,145.600,0.372,159.400,0.376,93.000,0.374,117.200,0.459,83.300,0.371
,,145.500,0.373,159.500,0.376,93.600,0.374,117.300,0.459,83.300,0.371
,,145.600,0.373,160.100,0.377,93.900,0.373,117.500,0.459,83.400,0.370
,,145.600,0.373,160.200,0.377,94.000,0.373,117.700,0.458,83.400,0.372
,,145.400,0.374,160.100,0.377,94.200,0.374,117.500,0.459,83.600,0.369
,,145.800,0.374,160.500,0.377,94.400,0.374,117.500,0.458,83.800,0.371
,,146.100,0.373,160.700,0.377,94.500,0.374,117.600,0.458,84.000,0.370
,,146.000,0.373,160.600,0.377,94.900,0.374,117.500,0.459,84.100,0.370
,,146.100,0.374,161.000,0.377,94.800,0.375,117.500,0.458,83.800,0.371
,,146.200,0.374,161.200,0.377,95.100,0.374,117.600,0.459,83.800,0.370
,,146.300,0.374,160.900,0.377,95.300,0.375,117.500,0.458,83.700,0.370
,,146.700,0.375,161.100,0.377,95.400,0.374,117.500,0.459,83.700,0.371
,,146.700,0.374,160.900,0.377,95.500,0.374,117.500,0.458,83.500,0.370
,,146.700,0.375,161.000,0.377,95.800,0.374,117.500,0.458,83.400,0.370
,,146.600,0.374,161.300,0.377,96.100,0.374,117.500,0.459,83.500,0.370
,,146.700,0.375,161.200,0.377,96.500,0.374,117.600,0.458,83.200,0.370
,,147.100,0.375,161.500,0.377,96.600,0.374,117.900,0.458,83.400,0.370
,,147.200,0.375,161.700,0.376,96.700,0.375,118.000,0.458,83.100,0.370
,,147.100,0.375,161.700,0.377,97.200,0.375,118.200,0.458,83.400,0.370
,,147.100,0.376,161.800,0.376,97.200,0.375,118.000,0.458,83.200,0.369
,,147.100,0.375,161.800,0.376,97.600,0.375,118.000,0.458,83.100,0.369
,,147.300,0.375,161.800,0.377,97.700,0.375,118.100,0.457,82.800,0.370
,,147.500,0.376,162.200,0.377,97.800,0.375,118.300,0.458,82.400,0.370
,,147.800,0.376,162.300,0.376,97.800,0.374,118.500,0.458,82.700,0.370
,,147.900,0.376,162.400,0.377,98.400,0.375,118.800,0.457,82.900,0.370
,,148.000,0.376,162.200,0.376,98.400,0.375,118.700,0.457,82.900,0.370
,,148.000,0.375,162.400,0.376,98.600,0.375,118.500,0.457,82.900,0.370
,,147.900,0.375,162.400,0.376,99.000,0.374,118.600,0.457,82.800,0.370
,,148.400,0.376,162.300,0.377,98.900,0.375,118.700,0.458,82.700,0.370
,,148.400,0.376,162.400,0.377,99.100,0.375,118.700,0.458,82.900,0.370
,,148.800,0.376,162.800,0.377,99.100,0.375,118.800,0.458,82.900,0.369
,,148.900,0.376,162.900,0.377,99.600,0.376,118.900,0.458,83.000,0.370
,,148.900,0.375,163.000,0.377,99.500,0.375,119.200,0.457,82.900,0.370
,,149.000,0.376,163.000,0.377,99.600,0.375,119.200,0.458,83.200,0.370
,,149.000,0.376,163.300,0.377,100.000,0.376,119.200,0.458,83.400,0.370
,,149.000,0.375,163.400,0.377,100.100,0.375,119.100,0.458,83.500,0.370
,,148.900,0.376,163.400,0.378,100.300,0.375,119.100,0.458,84.000,0.370
,,149.000,0.376,163.500,0.376,100.700,0.375,119.200,0.458,84.000,0.370
,,149.100,0.376,163.500,0.377,100.700,0.375,119.300,0.459,83.900,0.370
,,149.000,0.377,163.400,0.377,100.600,0.375,119.500,0.458,84.000,0.369
,,149.200,0.376,163.500,0.378,100.700,0.375,119.900,0.458,84.000,0.370
,,149.400,0.376,163.500,0.378,100.600,0.375,119.800,0.459,83.900,0.369
,,149.400,0.377,163.700,0.378,101.000,0.375,119.800,0.458,83.800,0.370
,,149.400,0.376,163.900,0.378,100.900,0.376,119.800,0.459,83.700,0.370
,,149.500,0.376,164.000,0.377,101.100,0.376,119.900,0.458,83.600,0.370
,,149.400,0.377,164.000,0.377,101.300,0.375,119.800,0.459,83.500,0.370
,,149.900,0.376,164.100,0.378,101.200,0.376,119.900,0.458,83.400,0.370
,,150.100,0.376,164.100,0.378,101.100,0.375,119.900,0.459,83.000,0.370
,,150.100,0.376,164.100,0.378,101.300,0.376,119.800,0.459,82.900,0.369
,,149.900,0.376,164.000,0.377,101.900,0.376,119.900,0.459,82.800,0.370
,,149.900,0.376,164.100,0.378,101.700,0.376,119.800,0.459,83.000,0.371
,,150.000,0.376,164.100,0.377,101.800,0.376,120.400,0.458,83.100,0.370
,,149.900,0.376,164.000,0.377,101.700,0.376,120.300,0.459,82.900,0.371
,,150.300,0.376,163.900,0.377,101.800,0.375,120.400,0.460,83.000,0.370
,,150.400,0.376,164.100,0.378,102.100,0.376,120.300,0.458,82.900,0.370
,,150.500,0.376,163.900,0.378,102.300,0.375,120.500,0.459,83.300,0.369
,,150.700,0.376,164.000,0.378,102.200,0.376,120.400,0.459,83.300,0.371
,,150.700,0.376,163.900,0.378,102.900,0.376,120.600,0.460,83.000,0.370
,,150.500,0.376,164.000,0.378,102.800,0.376,120.800,0.459,83.100,0.370
,,150.800,0.377,163.900,0.377,102.900,0.377,121.000,0.459,83.000,0.369
,,151.000,0.376,164.000,0.378,102.900,0.377,120.900,0.459,83.400,0.370
,,151.100,0.377,164.100,0.378,103.200,0.377,120.900,0.459,83.500,0.371
,,151.200,0.377,164.000,0.377,103.500,0.377,121.000,0.460,83.500,0.370
,,151.300,0.376,164.000,0.378,103.500,0.377,121.000,0.459,83.400,0.371
,,151.300,0.377,163.900,0.378,103.500,0.377,121.000,0.459,83.600,0.371
,,151.200,0.377,164.200,0.377,103.500,0.377,121.000,0.458,83.700,0.371
,,151.300,0.377,164.400,0.377,103.500,0.377,121.000,0.458,83.500,0.371
,,151.200,0.376,164.700,0.377,103.800,0.377,121.100,0.459,83.900,0.370
,,151.200,0.377,164.600,0.377,104.000,0.377,121.100,0.459,83.800,0.370
,,151.600,0.377,164.600,0.378,104.300,0.378,120.900,0.459,83.400,0.371
,,151.600,0.377,164.500,0.378,104.500,0.377,121.000,0.458,83.500,0.371
,,151.700,0.377,164.600,0.378,104.700,0.376,121.000,0.459,83.500,0.370
,,151.800,0.378,164.600,0.377,105.200,0.377,121.200,0.458,83.300,0.370
,,152.100,0.377,164.700,0.377,105.100,0.377,121.500,0.459,83.500,0.370
,,152.500,0.377,164.500,0.378,105.300,0.377,121.600,0.458,83.900,0.372
,,152.400,0.378,164.500,0.378,105.200,0.377,121.600,0.459,85.300,0.375
,,152.900,0.378,164.400,0.379,105.700,0.377,121.400,0.459,85.700,0.380
,,152.900,0.378,165.100,0.382,105.800,0.376,121.300,0.458,86.200,0.384
,,153.000,0.378,165.300,0.386,105.800,0.377,121.400,0.459,86.400,0.386
,,153.400,0.378,165.800,0.389,105.800,0.377,121.600,0.459,87.300,0.389
,,153.400,0.378,165.700,0.391,106.300,0.376,121.500,0.458,87.100,0.390
,,153.300,0.378,166.000,0.393,106.300,0.377,121.500,0.459,87.800,0.391
,,153.400,0.378,166.200,0.394,106.300,0.377,121.500,0.458,88.700,0.391
,,153.500,0.378,166.700,0.395,106.800,0.377,121.500,0.459,89.000,0.392
,,153.300,0.379,166.900,0.396,106.900,0.376,121.500,0.460,89.500,0.393
,,153.400,0.378,166.800,0.396,106.800,0.377,121.500,0.460,89.900,0.393
,,153.600,0.379,166.900,0.398,107.000,0.377,121.600,0.459,90.000,0.393
,,153.700,0.379,166.800,0.397,107.300,0.377,121.600,0.459,90.300,0.395
,,153.900,0.378,166.900,0.398,107.500,0.377,121.500,0.459,90.300,0.394
,,154.000,0.378,167.000,0.398,107.500,0.378,121.600,0.459,90.500,0.395
,,154.100,0.379,167.400,0.399,107.600,0.379,121.500,0.459,90.300,0.395
,,154.000,0.378,167.300,0.398,107.600,0.377,121.500,0.460,90.500,0.395
,,154.000,0.378,167.400,0.399,107.500,0.377,122.000,0.459,91.200,0.395
,,154.100,0.379,167.600,0.400,107.400,0.377,121.700,0.459,91.700,0.395
,,154.100,0.378,167.800,0.400,107.500,0.378,121.500,0.459,91.900,0.396
,,154.500,0.378,167.900,0.400,107.400,0.377,122.000,0.459,92.100,0.396
,,154.600,0.378,168.300,0.399,107.500,0.377,122.200,0.459,92.600,0.397
,,154.500,0.379,168.500,0.401,107.500,0.377,122.200,0.459,92.800,0.396
,,154.600,0.379,168.600,0.400,107.500,0.378,122.000,0.459,93.200,0.396
,,154.600,0.379,168.600,0.401,107.400,0.377,122.200,0.459,93.000,0.396
,,154.600,0.379,169.100,0.401,107.600,0.377,121.900,0.459,92.600,0.397
,,154.700,0.378,169.200,0.400,108.200,0.377,122.000,0.459,92.900,0.397
,,154.700,0.379,169.300,0.401,108.100,0.378,122.000,0.459,93.200,0.397
,,154.500,0.379,169.500,0.401,108.000,0.377,122.300,0.459,93.100,0.397
,,154.700,0.378,169.700,0.401,108.000,0.378,122.100,0.459,93.700,0.398
,,154.700,0.379,169.700,0.402,108.700,0.378,122.100,0.459,93.400,0.398
,,154.700,0.378,169.600,0.402,108.500,0.378,122.100,0.459,93.800,0.398
,,155.000,0.379,169.800,0.402,108.600,0.377,122.200,0.459,93.900,0.397
,,155.300,0.379,170.200,0.402,108.700,0.377,122.100,0.461,93.700,0.398
,,155.200,0.378,170.300,0.402,109.000,0.377,122.100,0.465,93.800,0.398
,,155.200,0.379,170.500,0.402,109.300,0.377,122.200,0.469,94.300,0.398
,,155.100,0.379,170.400,0.403,109.200,0.377,122.200,0.473,94.300,0.399
,,155.500,0.378,170.300,0.402,109.200,0.377,122.600,0.476,94.500,0.398
,,155.600,0.378,170.600,0.402,109.200,0.377,123.100,0.478,94.400,0.398
,,155.600,0.379,170.700,0.403,109.100,0.377,123.300,0.478,94.900,0.398
,,155.800,0.379,170.800,0.403,109.000,0.377,123.300,0.479,94.800,0.398
,,155.900,0.379,170.900,0.402,109.100,0.377,123.100,0.480,94.800,0.398
,,155.800,0.379,170.900,0.404,109.200,0.378,123.600,0.480,94.300,0.398
,,155.900,0.379,170.900,0.403,109.400,0.376,123.800,0.481,94.500,0.399
,,155.800,0.379,171.100,0.403,109.400,0.377,124.000,0.481,94.200,0.398
,,155.700,0.380,171.500,0.404,109.400,0.377,124.800,0.481,94.300,0.399
,,155.800,0.379,171.400,0.404,109.600,0.377,124.900,0.483,94.200,0.399
,,155.900,0.378,171.500,0.404,109.500,0.377,125.000,0.483,94.300,0.399
,,156.300,0.379,171.600,0.404,109.900,0.377,125.300,0.483,94.600,0.398
,,156.200,0.379,172.000,0.404,109.700,0.378,125.300,0.483,94.900,0.398
,,156.400,0.379,172.000,0.404,109.800,0.377,125.600,0.483,95.000,0.399
,,156.400,0.380,172.000,0.405,109.800,0.377,126.000,0.484,95.000,0.399
,,156.300,0.379,171.900,0.405,109.800,0.377,126.900,0.484,95.600,0.399
,,156.400,0.379,172.000,0.404,109.700,0.377,127.400,0.484,95.900,0.399
,,156.400,0.379,172.300,0.404,110.200,0.377,127.500,0.484,95.700,0.399
,,156.300,0.379,172.400,0.405,110.300,0.378,127.500,0.484,95.400,0.399
,,156.300,0.378,172.400,0.405,110.400,0.377,127.500,0.484,95.600,0.399
,,156.200,0.378,172.700,0.405,110.200,0.377,127.200,0.484,95.600,0.399
,,156.300,0.379,172.700,0.404,110.500,0.377,127.200,0.484,95.400,0.399
,,156.300,0.379,172.600,0.405,110.400,0.377,127.200,0.484,95.600,0.399
,,156.400,0.379,172.600,0.405,110.300,0.378,127.200,0.485,96.100,0.399
,,156.900,0.379,173.000,0.405,110.400,0.377,128.000,0.485,96.100,0.399
,,156.800,0.378,173.100,0.405,110.300,0.378,128.300,0.484,96.100,0.400
,,156.900,0.378,173.200,0.405,110.400,0.377,128.400,0.485,96.200,0.400
,,156.900,0.379,173.300,0.405,110.700,0.379,128.600,0.485,96.500,0.399
,,157.000,0.378,173.800,0.405,111.600,0.382,128.900,0.485,96.600,0.400
,,156.900,0.379,173.700,0.405,112.300,0.386,129.000,0.485,96.500,0.400
,,156.900,0.379,173.700,0.406,113.000,0.389,129.000,0.486,96.000,0.400
,,156.800,0.379,173.700,0.405,113.100,0.389,129.000,0.485,95.500,0.399
,,156.700,0.379,173.800,0.405,113.400,0.392,129.400,0.485,95.500,0.399
,,156.800,0.379,173.800,0.405,113.700,0.392,129.600,0.486,95.900,0.399
,,157.400,0.381,174.000,0.405,113.700,0.393,129.600,0.486,96.400,0.400
,,157.500,0.384,174.300,0.406,114.400,0.393,130.000,0.485,96.700,0.400
,,157.800,0.389,174.300,0.405,115.000,0.393,130.000,0.485,96.500,0.400
,,158.100,0.391,174.000,0.405,115.900,0.395,130.100,0.485,96.600,0.400
,,158.200,0.393,174.000,0.405,116.600,0.394,130.000,0.486,97.000,0.400
,,158.700,0.395,174.300,0.405,116.600,0.395,129.900,0.487,97.300,0.400
,,158.600,0.395,174.400,0.405,116.900,0.396,130.200,0.485,97.700,0.400
,,159.000,0.396,174.200,0.405,117.600,0.395,130.100,0.485,97.800,0.399
,,159.200,0.397,174.600,0.405,117.900,0.395,129.900,0.486,97.700,0.400
,,159.200,0.397,175.000,0.405,118.400,0.396,130.300,0.487,97.800,0.400
,,159.600,0.398,174.800,0.405,118.700,0.397,130.600,0.485,98.100,0.400
,,159.600,0.398,175.200,0.406,119.300,0.396,130.600,0.487,98.700,0.400
,,159.900,0.399,175.300,0.405,119.500,0.397,130.700,0.485,99.000,0.399
,,160.100,0.400,175.400,0.405,119.700,0.398,131.200,0.485,99.100,0.399
,,160.600,0.400,175.500,0.405,120.300,0.397,131.300,0.486,99.000,0.400
,,160.900,0.400,175.400,0.405,121.200,0.398,131.200,0.486,98.900,0.399
,,160.800,0.401,175.300,0.405,121.500,0.398,131.100,0.486,99.100,0.399
,,161.300,0.401,175.600,0.406,122.000,0.399,131.200,0.486,99.100,0.400
,,161.500,0.401,176.000,0.406,122.300,0.398,131.800,0.487,99.300,0.400
,,161.500,0.402,176.000,0.406,122.800,0.399,131.800,0.486,99.400,0.399
,,161.500,0.401,175.900,0.406,123.000,0.399,131.700,0.485,99.200,0.399
,,162.000,0.402,175.900,0.405,123.500,0.399,131.800,0.486,99.400,0.400
,,162.100,0.402,176.200,0.407,123.800,0.400,131.900,0.486,99.000,0.400
,,162.000,0.402,176.400,0.406,124.000,0.399,131.700,0.486,99.000,0.399
,,162.600,0.402,176.700,0.406,124.000,0.399,131.900,0.486,98.900,0.399
,,162.800,0.402,176.800,0.406,124.100,0.400,131.900,0.486,98.900,0.399
,,162.700,0.403,176.900,0.407,124.100,0.401,131.800,0.486,99.200,0.399
,,162.700,0.402,177.100,0.407,124.100,0.401,131.800,0.486,99.500,0.400
,,162.700,0.402,177.600,0.406,124.700,0.400,131.900,0.486,99.500,0.400
,,162.500,0.403,178.000,0.407,125.100,0.400,131.900,0.487,99.300,0.399
,,163.200,0.403,178.100,0.407,125.100,0.401,132.200,0.486,99.200,0.399
,,163.200,0.403,178.300,0.407,125.200,0.401,132.400,0.487,98.900,0.400
,,163.300,0.403,178.300,0.407,125.200,0.401,132.300,0.486,98.900,0.399
,,163.600,0.403,178.300,0.407,125.300,0.401,132.300,0.487,98.900,0.400
,,163.700,0.403,178.300,0.407,125.500,0.401,132.400,0.487,98.900,0.400
,,163.800,0.403,178.300,0.408,125.800,0.400,132.400,0.487,98.900,0.399
,,163.800,0.403,177.800,0.407,126.000,0.402,132.300,0.487,98.800,0.399
,,163.800,0.405,177.500,0.406,126.400,0.401,132.400,0.487,98.900,0.400
,,163.900,0.404,177.700,0.406,126.500,0.401,132.400,0.487,99.500,0.400
,,163.800,0.404,177.700,0.406,126.900,0.402,132.400,0.487,99.400,0.399
,,163.800,0.404,177.800,0.406,127.000,0.402,132.900,0.488,99.400,0.400
,,163.900,0.404,177.900,0.407,127.600,0.402,132.800,0.487,99.500,0.399
,,163.900,0.404,178.800,0.407,128.000,0.402,132.800,0.487,99.600,0.399
,,163.900,0.404,178.700,0.406,128.000,0.402,133.000,0.487,100.100,0.399
,,164.500,0.405,178.800,0.407,128.100,0.402,132.900,0.487,100.200,0.400
,,164.300,0.404,178.700,0.406,128.800,0.402,133.000,0.488,100.500,0.400
,,164.800,0.404,178.400,0.406,129.300,0.403,133.000,0.487,100.300,0.400
,,164.800,0.404,178.200,0.406,129.700,0.403,132.900,0.488,100.000,0.400
,,165.000,0.405,178.300,0.407,129.700,0.403,133.000,0.489,100.100,0.400
,,165.000,0.404,178.400,0.407,129.900,0.403,133.000,0.487,100.000,0.401
,,164.900,0.404,178.300,0.407,130.200,0.404,133.000,0.488,100.000,0.400
,,164.900,0.405,178.300,0.407,130.400,0.403,132.800,0.488,99.800,0.400
,,165.400,0.405,178.900,0.406,130.600,0.404,133.100,0.489,99.700,0.401
,,165.500,0.406,179.500,0.406,130.900,0.403,133.300,0.488,100.000,0.400
,,165.500,0.405,179.400,0.407,131.000,0.404,133.600,0.488,100.200,0.400
,,165.500,0.405,179.400,0.407,131.100,0.403,133.400,0.488,100.200,0.400
,,165.800,0.405,179.200,0.407,131.300,0.404,133.400,0.488,100.000,0.401
,,166.100,0.406,179.400,0.407,131.500,0.404,133.500,0.489,100.100,0.400
,,166.600,0.405,179.300,0.407,131.500,0.404,133.400,0.488,100.200,0.400
,,166.600,0.405,179.500,0.407,131.300,0.404,133.500,0.488,100.100,0.401
,,166.700,0.405,179.600,0.407,131.600,0.404,133.600,0.488,100.000,0.401
